W/L,Fighter,Method,Round,location,date
win,Hakeem Dawodu  Kyle Bochniak,S-DEC,3.0,"Toronto, Ontario, Canada","December 08, 2018"
win,Thiago Santos  Jimi Manuwa,KO/TKO  Punch,2.0,"Toronto, Ontario, Canada","December 08, 2018"
win,Nina Nunes  Claudia Gadelha,U-DEC,3.0,"Toronto, Ontario, Canada","December 08, 2018"
win,Gilbert Burns  Olivier Aubin-Mercier,U-DEC,3.0,"Toronto, Ontario, Canada","December 08, 2018"
win,Jessica Eye  Katlyn Chookagian,S-DEC,3.0,"Toronto, Ontario, Canada","December 08, 2018"
win,Elias Theodorou  Eryk Anders,S-DEC,3.0,"Toronto, Ontario, Canada","December 08, 2018"
win,Brad Katona  Matthew Lopez,U-DEC,3.0,"Toronto, Ontario, Canada","December 08, 2018"
win,Dhiego Lima  Chad Laprise,KO/TKO  Punch,1.0,"Toronto, Ontario, Canada","December 08, 2018"
win,Diego Ferreira  Kyle Nelson,KO/TKO  Punches,2.0,"Toronto, Ontario, Canada","December 08, 2018"
win,Aleksandar Rakic  Devin Clark,KO/TKO  Spinning Back Fist,1.0,"Toronto, Ontario, Canada","December 08, 2018"
win,Junior Dos Santos  Tai Tuivasa,KO/TKO  Punches,2.0,"Adelaide, South Australia, Australia","December 01, 2018"
win,Mauricio Rua  Tyson Pedro,KO/TKO  Punches,3.0,"Adelaide, South Australia, Australia","December 01, 2018"
win,Justin Willis  Mark Hunt,U-DEC,3.0,"Adelaide, South Australia, Australia","December 01, 2018"
win,Anthony Rocco Martin  Jake Matthews,SUB  Anaconda Choke,3.0,"Adelaide, South Australia, Australia","December 01, 2018"
win,Sodiq Yusuff  Suman Mokhtarian,KO/TKO  Punches,1.0,"Adelaide, South Australia, Australia","December 01, 2018"
win,Jimmy Crute  Paul Craig,SUB  Kimura,3.0,"Adelaide, South Australia, Australia","December 01, 2018"
win,Aleksei Kunchenko  Yushin Okami,U-DEC,3.0,"Adelaide, South Australia, Australia","December 01, 2018"
win,Wilson Reis  Ben Nguyen,U-DEC,3.0,"Adelaide, South Australia, Australia","December 01, 2018"
win,Keita Nakamura  Salim Touahri,S-DEC,3.0,"Adelaide, South Australia, Australia","December 01, 2018"
win,Kai Kara-France  Elias Garcia,U-DEC,3.0,"Adelaide, South Australia, Australia","December 01, 2018"
win,Christos Giagos  Mizuto Hirota,U-DEC,3.0,"Adelaide, South Australia, Australia","December 01, 2018"
win,Damir Ismagulov  Alex Gorgees,U-DEC,3.0,"Adelaide, South Australia, Australia","December 01, 2018"
win,Al Iaquinta  Kevin Lee,U-DEC,5.0,"Milwaukee, Wisconsin, USA","December 15, 2018"
win,Edson Barboza  Dan Hooker,KO/TKO  Punches,3.0,"Milwaukee, Wisconsin, USA","December 15, 2018"
win,Rob Font  Sergio Pettis,U-DEC,3.0,"Milwaukee, Wisconsin, USA","December 15, 2018"
win,Charles Oliveira  Jim Miller,SUB  Rear Naked Choke,1.0,"Milwaukee, Wisconsin, USA","December 15, 2018"
win,Zak Ottow  Dwight Grant,S-DEC,3.0,"Milwaukee, Wisconsin, USA","December 15, 2018"
win,Drakkar Klose  Bobby Green,U-DEC,3.0,"Milwaukee, Wisconsin, USA","December 15, 2018"
win,Joaquim Silva  Jared Gordon,KO/TKO  Punches,3.0,"Milwaukee, Wisconsin, USA","December 15, 2018"
win,Jack Hermansson  Gerald Meerschaert,SUB  Guillotine Choke,1.0,"Milwaukee, Wisconsin, USA","December 15, 2018"
win,Zak Cummings  Trevor Smith,U-DEC,3.0,"Milwaukee, Wisconsin, USA","December 15, 2018"
win,Dan Ige  Jordan Griffin,U-DEC,3.0,"Milwaukee, Wisconsin, USA","December 15, 2018"
win,Mike Rodriguez  Adam Milstead,KO/TKO  Knee,1.0,"Milwaukee, Wisconsin, USA","December 15, 2018"
win,Juan Adams  Chris de la Rocha,KO/TKO  Knee,3.0,"Milwaukee, Wisconsin, USA","December 15, 2018"
win,Jon Jones  Alexander Gustafsson,KO/TKO  Punches,3.0,"Los Angeles, California, USA","December 29, 2018"
win,Amanda Nunes  Cristiane Justino,KO/TKO  Punches,1.0,"Los Angeles, California, USA","December 29, 2018"
win,Michael Chiesa  Carlos Condit,SUB  Kimura,2.0,"Los Angeles, California, USA","December 29, 2018"
win,Corey Anderson  Ilir Latifi,U-DEC,3.0,"Los Angeles, California, USA","December 29, 2018"
win,Alexander Volkanovski  Chad Mendes,KO/TKO  Punches,2.0,"Los Angeles, California, USA","December 29, 2018"
nc  nc,Andrei Arlovski  Walt Harris,Overturned,3.0,"Los Angeles, California, USA","December 29, 2018"
win,Megan Anderson  Cat Zingano,KO/TKO  Kick,1.0,"Los Angeles, California, USA","December 29, 2018"
win,Petr Yan  Douglas Silva de Andrade,KO/TKO,2.0,"Los Angeles, California, USA","December 29, 2018"
win,Ryan Hall  BJ Penn,SUB  Heel Hook,1.0,"Los Angeles, California, USA","December 29, 2018"
win,Nathaniel Wood  Andre Ewell,SUB  Rear Naked Choke,3.0,"Los Angeles, California, USA","December 29, 2018"
win,Uriah Hall  Bevon Lewis,KO/TKO  Punch,3.0,"Los Angeles, California, USA","December 29, 2018"
win,Curtis Millender  Siyar Bahadurzada,U-DEC,3.0,"Los Angeles, California, USA","December 29, 2018"
win,Montel Jackson  Brian Kelleher,SUB  D'Arce Choke,1.0,"Los Angeles, California, USA","December 29, 2018"
win,Henry Cejudo  TJ Dillashaw,KO/TKO  Punches,1.0,"Brooklyn, New York, USA","January 19, 2019"
win,Allen Crowder  Greg Hardy,DQ,2.0,"Brooklyn, New York, USA","January 19, 2019"
win,Gregor Gillespie  Yancy Medeiros,KO/TKO  Punches,2.0,"Brooklyn, New York, USA","January 19, 2019"
win,Joseph Benavidez  Dustin Ortiz,U-DEC,3.0,"Brooklyn, New York, USA","January 19, 2019"
win,Paige VanZant  Rachael Ostovich,SUB  Armbar,2.0,"Brooklyn, New York, USA","January 19, 2019"
win,Glover Teixeira  Karl Roberson,SUB  Arm Triangle,1.0,"Brooklyn, New York, USA","January 19, 2019"
win,Donald Cerrone  Alexander Hernandez,KO/TKO  Kick,2.0,"Brooklyn, New York, USA","January 19, 2019"
win,Joanne Wood  Ariane Lipski,U-DEC,3.0,"Brooklyn, New York, USA","January 19, 2019"
win,Alonzo Menifield  Vinicius Moreira,KO/TKO  Punch,1.0,"Brooklyn, New York, USA","January 19, 2019"
win,Cory Sandhagen  Mario Bautista,SUB  Armbar,1.0,"Brooklyn, New York, USA","January 19, 2019"
win,Dennis Bermudez  Te Edwards,U-DEC,3.0,"Brooklyn, New York, USA","January 19, 2019"
win,Geoff Neal  Belal Muhammad,U-DEC,3.0,"Brooklyn, New York, USA","January 19, 2019"
win,Chance Rencountre  Kyle Stewart,SUB  Rear Naked Choke,1.0,"Brooklyn, New York, USA","January 19, 2019"
win,Marlon Moraes  Raphael Assuncao,SUB  Guillotine Choke,1.0,"Fortaleza, Ceara, Brazil","February 02, 2019"
win,Jose Aldo  Renato Moicano,KO/TKO  Punches,2.0,"Fortaleza, Ceara, Brazil","February 02, 2019"
win,Demian Maia  Lyman Good,SUB  Rear Naked Choke,1.0,"Fortaleza, Ceara, Brazil","February 02, 2019"
win,Charles Oliveira  David Teymur,SUB  Anaconda Choke,2.0,"Fortaleza, Ceara, Brazil","February 02, 2019"
win,Johnny Walker  Justin Ledet,KO/TKO  Spinning Back Fist,1.0,"Fortaleza, Ceara, Brazil","February 02, 2019"
win,Livinha Souza  Sarah Frota,S-DEC,3.0,"Fortaleza, Ceara, Brazil","February 02, 2019"
win,Markus Perez  Anthony Hernandez,SUB  Anaconda Choke,2.0,"Fortaleza, Ceara, Brazil","February 02, 2019"
win,Mara Romero Borella  Taila Santos,S-DEC,3.0,"Fortaleza, Ceara, Brazil","February 02, 2019"
win,Thiago Alves  Max Griffin,S-DEC,3.0,"Fortaleza, Ceara, Brazil","February 02, 2019"
win,Jairzinho Rozenstruik  Junior Albini,KO/TKO  Kick,2.0,"Fortaleza, Ceara, Brazil","February 02, 2019"
win,Geraldo de Freitas  Felipe Colares,U-DEC,3.0,"Fortaleza, Ceara, Brazil","February 02, 2019"
win,Said Nurmagomedov  Ricardo Ramos,KO/TKO  Spinning Back Kick,1.0,"Fortaleza, Ceara, Brazil","February 02, 2019"
win,Rogerio Bontorin  Bibulatov Magomed,S-DEC,3.0,"Fortaleza, Ceara, Brazil","February 02, 2019"
win,Thiago Santos  Jan Blachowicz,KO/TKO  Punch,3.0,"Prague, Czech Republic","February 23, 2019"
win,Stefan Struve  Marcos Rogerio de Lima,SUB  Arm Triangle,2.0,"Prague, Czech Republic","February 23, 2019"
win,Michal Oleksiejczuk  Gian Villante,KO/TKO  Punch,1.0,"Prague, Czech Republic","February 23, 2019"
win,Liz Carmouche  Lucie Pudilova,U-DEC,3.0,"Prague, Czech Republic","February 23, 2019"
win,Petr Yan  John Dodson,U-DEC,3.0,"Prague, Czech Republic","February 23, 2019"
win,Magomed Ankalaev  Klidson Abreu,U-DEC,3.0,"Prague, Czech Republic","February 23, 2019"
win,Dwight Grant  Carlo Pedersoli Jr.,KO/TKO  Punch,1.0,"Prague, Czech Republic","February 23, 2019"
win,Chris Fishgold  Daniel Teymur,SUB  Rear Naked Choke,2.0,"Prague, Czech Republic","February 23, 2019"
win,Gillian Robertson  Veronica Macedo,SUB  Rear Naked Choke,2.0,"Prague, Czech Republic","February 23, 2019"
win,Damir Hadzovic  Marco Polo Reyes,KO/TKO  Punches,2.0,"Prague, Czech Republic","February 23, 2019"
win,Ismail Naurdiev  Michel Prazeres,U-DEC,3.0,"Prague, Czech Republic","February 23, 2019"
win,Diego Ferreira  Rustam Khabilov,U-DEC,3.0,"Prague, Czech Republic","February 23, 2019"
win,Damir Ismagulov  Joel Alvarez,U-DEC,3.0,"Prague, Czech Republic","February 23, 2019"
win,Jon Jones  Anthony Smith,U-DEC,5.0,"Las Vegas, Nevada, USA","March 02, 2019"
win,Kamaru Usman  Tyron Woodley,U-DEC,5.0,"Las Vegas, Nevada, USA","March 02, 2019"
win,Ben Askren  Robbie Lawler,SUB  Bulldog Choke,1.0,"Las Vegas, Nevada, USA","March 02, 2019"
win,Zhang Weili  Tecia Torres,U-DEC,3.0,"Las Vegas, Nevada, USA","March 02, 2019"
win,Pedro Munhoz  Cody Garbrandt,KO/TKO  Punch,1.0,"Las Vegas, Nevada, USA","March 02, 2019"
win,Zabit Magomedsharipov  Jeremy Stephens,U-DEC,3.0,"Las Vegas, Nevada, USA","March 02, 2019"
win,Johnny Walker  Misha Cirkunov,KO/TKO  Flying Knee,1.0,"Las Vegas, Nevada, USA","March 02, 2019"
win,Cody Stamann  Alejandro Perez,U-DEC,3.0,"Las Vegas, Nevada, USA","March 02, 2019"
win,Diego Sanchez  Mickey Gall,KO/TKO  Punches,2.0,"Las Vegas, Nevada, USA","March 02, 2019"
win,Edmen Shahbazyan  Charles Byrd,KO/TKO  Elbows,1.0,"Las Vegas, Nevada, USA","March 02, 2019"
win,Macy Chiasson  Gina Mazany,KO/TKO  Punch,1.0,"Las Vegas, Nevada, USA","March 02, 2019"
win,Hannah Cifers  Polyana Viana,S-DEC,3.0,"Las Vegas, Nevada, USA","March 02, 2019"
win,Francis Ngannou  Cain Velasquez,KO/TKO  Punches,1.0,"Phoenix, Arizona, USA","February 17, 2019"
win,Paul Felder  James Vick,U-DEC,3.0,"Phoenix, Arizona, USA","February 17, 2019"
win,Cynthia Calvillo  Cortney Casey,U-DEC,3.0,"Phoenix, Arizona, USA","February 17, 2019"
win,Kron Gracie  Alex Caceres,SUB  Rear Naked Choke,1.0,"Phoenix, Arizona, USA","February 17, 2019"
win,Vicente Luque  Bryan Barberena,KO/TKO  Knee,3.0,"Phoenix, Arizona, USA","February 17, 2019"
win,Andre Fili  Myles Jury,U-DEC,3.0,"Phoenix, Arizona, USA","February 17, 2019"
win,Aljamain Sterling  Jimmie Rivera,U-DEC,3.0,"Phoenix, Arizona, USA","February 17, 2019"
win,Manny Bermudez  Benito Lopez,SUB  Guillotine Choke,1.0,"Phoenix, Arizona, USA","February 17, 2019"
win,Andrea Lee  Ashlee Evans-Smith,U-DEC,3.0,"Phoenix, Arizona, USA","February 17, 2019"
win,Nik Lentz  Scott Holtzman,U-DEC,3.0,"Phoenix, Arizona, USA","February 17, 2019"
win,Luke Sanders  Renan Barao,KO/TKO  Punch,2.0,"Phoenix, Arizona, USA","February 17, 2019"
win,Emily Whitmire  Aleksandra Albu,SUB  Rear Naked Choke,1.0,"Phoenix, Arizona, USA","February 17, 2019"
win,Junior Dos Santos  Derrick Lewis,KO/TKO  Punches,2.0,"Wichita, Kansas, USA","March 09, 2019"
win,Elizeu Zaleski dos Santos  Curtis Millender,SUB  Rear Naked Choke,1.0,"Wichita, Kansas, USA","March 09, 2019"
win,Niko Price  Tim Means,KO/TKO  Punch,1.0,"Wichita, Kansas, USA","March 09, 2019"
win,Blagoy Ivanov  Ben Rothwell,U-DEC,3.0,"Wichita, Kansas, USA","March 09, 2019"
win,Beneil Dariush  Drew Dober,SUB  Armbar,2.0,"Wichita, Kansas, USA","March 09, 2019"
win,Omari Akhmedov  Tim Boetsch,U-DEC,3.0,"Wichita, Kansas, USA","March 09, 2019"
win,Anthony Rocco Martin  Sergio Moraes,U-DEC,3.0,"Wichita, Kansas, USA","March 09, 2019"
win,Yana Kunitskaya  Marion Reneau,U-DEC,3.0,"Wichita, Kansas, USA","March 09, 2019"
win,Grant Dawson  Julian Erosa,U-DEC,3.0,"Wichita, Kansas, USA","March 09, 2019"
win,Maurice Greene  Jeff Hughes,S-DEC,3.0,"Wichita, Kansas, USA","March 09, 2019"
win,Matt Schnell  Louis Smolka,SUB  Triangle Choke,1.0,"Wichita, Kansas, USA","March 09, 2019"
win,Alex Morono  Zak Ottow,KO/TKO  Elbows,1.0,"Wichita, Kansas, USA","March 09, 2019"
win,Alex White  Dan Moret,U-DEC,3.0,"Wichita, Kansas, USA","March 09, 2019"
win,Jorge Masvidal  Darren Till,KO/TKO  Punch,2.0,"London, England, United Kingdom","March 16, 2019"
win,Leon Edwards  Gunnar Nelson,S-DEC,3.0,"London, England, United Kingdom","March 16, 2019"
win,Dominick Reyes  Volkan Oezdemir,S-DEC,3.0,"London, England, United Kingdom","March 16, 2019"
win,Nathaniel Wood  Jose Quinonez,SUB  Rear Naked Choke,2.0,"London, England, United Kingdom","March 16, 2019"
win,Claudio Silva  Danny Roberts,SUB  Armbar,3.0,"London, England, United Kingdom","March 16, 2019"
win,Jack Marshman  John Phillips,S-DEC,3.0,"London, England, United Kingdom","March 16, 2019"
win,Arnold Allen  Jordan Rinaldi,U-DEC,3.0,"London, England, United Kingdom","March 16, 2019"
win,Marc Diakiese  Joe Duffy,U-DEC,3.0,"London, England, United Kingdom","March 16, 2019"
win,Saparbeg Safarov  Nicolae Negumereanu,U-DEC,3.0,"London, England, United Kingdom","March 16, 2019"
win,Dan Ige  Danny Henry,SUB  Rear Naked Choke,1.0,"London, England, United Kingdom","March 16, 2019"
win,Molly McCann  Priscila Cachoeira,U-DEC,3.0,"London, England, United Kingdom","March 16, 2019"
win,Mike Grundy  Nad Narimani,KO/TKO  Punches,2.0,"London, England, United Kingdom","March 16, 2019"
win,Daniel Cormier  Derrick Lewis,SUB  Rear Naked Choke,2.0,"New York City, New York, USA","November 03, 2018"
win,Jacare Souza  Chris Weidman,KO/TKO  Punches,3.0,"New York City, New York, USA","November 03, 2018"
win,Jared Cannonier  David Branch,KO/TKO  Punches,2.0,"New York City, New York, USA","November 03, 2018"
win,Karl Roberson  Jack Marshman,U-DEC,3.0,"New York City, New York, USA","November 03, 2018"
win,Israel Adesanya  Derek Brunson,KO/TKO  Punches,1.0,"New York City, New York, USA","November 03, 2018"
win,Jordan Rinaldi  Jason Knight,U-DEC,3.0,"New York City, New York, USA","November 03, 2018"
win,Sijara Eubanks  Roxanne Modafferi,U-DEC,3.0,"New York City, New York, USA","November 03, 2018"
win,Sheymon Moraes  Julio Arce,S-DEC,3.0,"New York City, New York, USA","November 03, 2018"
win,Lyman Good  Ben Saunders,KO/TKO  Punches,1.0,"New York City, New York, USA","November 03, 2018"
draw  draw,Matt Frevola  Lando Vannata,M-DEC,3.0,"New York City, New York, USA","November 03, 2018"
win,Shane Burgos  Kurt Holobaugh,SUB  Armbar,1.0,"New York City, New York, USA","November 03, 2018"
win,Marcos Rogerio de Lima  Adam Wieczorek,U-DEC,3.0,"New York City, New York, USA","November 03, 2018"
win,Anthony Pettis  Stephen Thompson,KO/TKO  Punch,2.0,"Nashville, Tennessee, USA","March 23, 2019"
win,Curtis Blaydes  Justin Willis,U-DEC,3.0,"Nashville, Tennessee, USA","March 23, 2019"
win,John Makdessi  Jesus Pinedo,U-DEC,3.0,"Nashville, Tennessee, USA","March 23, 2019"
win,Jussier Formiga  Deiveson Figueiredo,U-DEC,3.0,"Nashville, Tennessee, USA","March 23, 2019"
win,Luis Pena  Steven Peterson,U-DEC,3.0,"Nashville, Tennessee, USA","March 23, 2019"
win,Maycee Barber  JJ Aldrich,KO/TKO  Punches,2.0,"Nashville, Tennessee, USA","March 23, 2019"
win,Bryce Mitchell  Bobby Moffett,U-DEC,3.0,"Nashville, Tennessee, USA","March 23, 2019"
win,Marlon Vera  Frankie Saenz,KO/TKO  Punch,1.0,"Nashville, Tennessee, USA","March 23, 2019"
win,Jennifer Maia  Alexis Davis,U-DEC,3.0,"Nashville, Tennessee, USA","March 23, 2019"
win,Randa Markos  Angela Hill,SUB  Armbar,1.0,"Nashville, Tennessee, USA","March 23, 2019"
win,Chris Gutierrez  Ryan MacDonald,U-DEC,3.0,"Nashville, Tennessee, USA","March 23, 2019"
win,Jordan Espinosa  Eric Shelton,U-DEC,3.0,"Nashville, Tennessee, USA","March 23, 2019"
win,Israel Adesanya  Anderson Silva,U-DEC,3.0,"Melbourne, Victoria, Australia","February 09, 2019"
win,Lando Vannata  Marcos Mariano,SUB  Kimura,1.0,"Melbourne, Victoria, Australia","February 09, 2019"
win,Ricky Simon  Rani Yahya,U-DEC,3.0,"Melbourne, Victoria, Australia","February 09, 2019"
win,Montana De La Rosa  Nadia Kassem,SUB  Armbar,2.0,"Melbourne, Victoria, Australia","February 09, 2019"
win,Jimmy Crute  Sam Alvey,KO/TKO  Punches,1.0,"Melbourne, Victoria, Australia","February 09, 2019"
win,Devonte Smith  Dong Hyun Ma,KO/TKO  Punch,1.0,"Melbourne, Victoria, Australia","February 09, 2019"
win,Shane Young  Austin Arnett,U-DEC,3.0,"Melbourne, Victoria, Australia","February 09, 2019"
win,Kai Kara-France  Raulian Paiva,S-DEC,3.0,"Melbourne, Victoria, Australia","February 09, 2019"
win,Kyung Ho Kang  Teruto Ishihara,SUB  Rear Naked Choke,1.0,"Melbourne, Victoria, Australia","February 09, 2019"
win,Jalin Turner  Callan Potter,KO/TKO  Kick,1.0,"Melbourne, Victoria, Australia","February 09, 2019"
win,Jonathan Martinez  Wulijiburen,U-DEC,3.0,"Melbourne, Victoria, Australia","February 09, 2019"
win,Justin Gaethje  Edson Barboza,KO/TKO  Punch,1.0,"Philadelphia, Pennsylvania, USA","March 30, 2019"
win,Jack Hermansson  David Branch,SUB  Guillotine Choke,1.0,"Philadelphia, Pennsylvania, USA","March 30, 2019"
win,Josh Emmett  Michael Johnson,KO/TKO  Punch,3.0,"Philadelphia, Pennsylvania, USA","March 30, 2019"
win,Michelle Waterson-Gomez  Karolina Kowalkiewicz,U-DEC,3.0,"Philadelphia, Pennsylvania, USA","March 30, 2019"
win,Paul Craig  Kennedy Nzechukwu,SUB  Triangle Choke,3.0,"Philadelphia, Pennsylvania, USA","March 30, 2019"
win,Sodiq Yusuff  Sheymon Moraes,U-DEC,3.0,"Philadelphia, Pennsylvania, USA","March 30, 2019"
win,Marina Rodriguez  Jessica Aguilar,U-DEC,3.0,"Philadelphia, Pennsylvania, USA","March 30, 2019"
win,Desmond Green  Ross Pearson,KO/TKO  Punches,1.0,"Philadelphia, Pennsylvania, USA","March 30, 2019"
win,Kevin Aguilar  Enrique Barzola,U-DEC,3.0,"Philadelphia, Pennsylvania, USA","March 30, 2019"
win,Kevin Holland  Gerald Meerschaert,S-DEC,3.0,"Philadelphia, Pennsylvania, USA","March 30, 2019"
win,Casey Kenney  Ray Borg,U-DEC,3.0,"Philadelphia, Pennsylvania, USA","March 30, 2019"
win,Maryna Moroz  Sabina Mazo,U-DEC,3.0,"Philadelphia, Pennsylvania, USA","March 30, 2019"
win,Alex Perez  Mark De La Rosa,U-DEC,3.0,"Philadelphia, Pennsylvania, USA","March 30, 2019"
win,Dustin Poirier  Max Holloway,U-DEC,5.0,"Atlanta, Georgia, USA","April 13, 2019"
win,Israel Adesanya  Kelvin Gastelum,U-DEC,5.0,"Atlanta, Georgia, USA","April 13, 2019"
win,Khalil Rountree Jr.  Eryk Anders,U-DEC,3.0,"Atlanta, Georgia, USA","April 13, 2019"
win,Dwight Grant  Alan Jouban,S-DEC,3.0,"Atlanta, Georgia, USA","April 13, 2019"
win,Nikita Krylov  Ovince Saint Preux,SUB  Rear Naked Choke,2.0,"Atlanta, Georgia, USA","April 13, 2019"
win,Matt Frevola  Jalin Turner,U-DEC,3.0,"Atlanta, Georgia, USA","April 13, 2019"
win,Alexandre Pantoja  Wilson Reis,KO/TKO  Punch,1.0,"Atlanta, Georgia, USA","April 13, 2019"
win,Max Griffin  Zelim Imadaev,M-DEC,3.0,"Atlanta, Georgia, USA","April 13, 2019"
win,Khalid Taha  Boston Salmon,KO/TKO  Punch,1.0,"Atlanta, Georgia, USA","April 13, 2019"
win,Belal Muhammad  Curtis Millender,U-DEC,3.0,"Atlanta, Georgia, USA","April 13, 2019"
win,Montel Jackson  Andre Soukhamthath,U-DEC,3.0,"Atlanta, Georgia, USA","April 13, 2019"
win,Poliana Botelho  Lauren Mueller,U-DEC,3.0,"Atlanta, Georgia, USA","April 13, 2019"
win,Brandon Davis  Randy Costa,SUB  Rear Naked Choke,2.0,"Atlanta, Georgia, USA","April 13, 2019"
win,Jack Hermansson  Jacare Souza,U-DEC,5.0,"Sunrise, Florida, USA","April 27, 2019"
win,Greg Hardy  Dmitrii Smoliakov,KO/TKO  Punches,1.0,"Sunrise, Florida, USA","April 27, 2019"
win,Mike Perry  Alex Oliveira,U-DEC,3.0,"Sunrise, Florida, USA","April 27, 2019"
win,Glover Teixeira  Ion Cutelaba,SUB  Rear Naked Choke,2.0,"Sunrise, Florida, USA","April 27, 2019"
win,Cory Sandhagen  John Lineker,S-DEC,3.0,"Sunrise, Florida, USA","April 27, 2019"
win,Roosevelt Roberts  Thomas Gifford,U-DEC,3.0,"Sunrise, Florida, USA","April 27, 2019"
win,Takashi Sato  Ben Saunders,KO/TKO  Elbows,2.0,"Sunrise, Florida, USA","April 27, 2019"
win,Augusto Sakai  Andrei Arlovski,S-DEC,3.0,"Sunrise, Florida, USA","April 27, 2019"
win,Carla Esparza  Virna Jandiroba,U-DEC,3.0,"Sunrise, Florida, USA","April 27, 2019"
win,Gilbert Burns  Mike Davis,SUB  Rear Naked Choke,2.0,"Sunrise, Florida, USA","April 27, 2019"
win,Jim Miller  Jason Gonzalez,SUB  Rear Naked Choke,1.0,"Sunrise, Florida, USA","April 27, 2019"
win,Angela Hill  Jodie Esquibel,U-DEC,3.0,"Sunrise, Florida, USA","April 27, 2019"
win,Dhiego Lima  Court McGee,S-DEC,3.0,"Sunrise, Florida, USA","April 27, 2019"
win,Donald Cerrone  Al Iaquinta,U-DEC,5.0,"Ottawa, Ontario, Canada","May 04, 2019"
win,Derek Brunson  Elias Theodorou,U-DEC,3.0,"Ottawa, Ontario, Canada","May 04, 2019"
win,Shane Burgos  Cub Swanson,S-DEC,3.0,"Ottawa, Ontario, Canada","May 04, 2019"
win,Merab Dvalishvili  Brad Katona,U-DEC,3.0,"Ottawa, Ontario, Canada","May 04, 2019"
win,Walt Harris  Serghei Spivac,KO/TKO  Knees,1.0,"Ottawa, Ontario, Canada","May 04, 2019"
win,Andrew Sanchez  Marc-Andre Barriault,U-DEC,3.0,"Ottawa, Ontario, Canada","May 04, 2019"
win,Macy Chiasson  Sarah Moras,KO/TKO  Punches,2.0,"Ottawa, Ontario, Canada","May 04, 2019"
win,Vince Morales  Aiemann Zahabi,U-DEC,3.0,"Ottawa, Ontario, Canada","May 04, 2019"
win,Nordine Taleb  Kyle Prepolec,U-DEC,3.0,"Ottawa, Ontario, Canada","May 04, 2019"
win,Matt Sayles  Kyle Nelson,SUB  Arm Triangle,3.0,"Ottawa, Ontario, Canada","May 04, 2019"
win,Arjan Bhullar  Juan Adams,U-DEC,3.0,"Ottawa, Ontario, Canada","May 04, 2019"
win,Cole Smith  Mitch Gagnon,U-DEC,3.0,"Ottawa, Ontario, Canada","May 04, 2019"
win,Alistair Overeem  Aleksei Oleinik,KO/TKO  Knee,1.0,"Saint Petersburg, Saint Petersburg, Russia","April 20, 2019"
win,Islam Makhachev  Arman Tsarukyan,U-DEC,3.0,"Saint Petersburg, Saint Petersburg, Russia","April 20, 2019"
win,Sergei Pavlovich  Marcelo Golm,KO/TKO  Punches,1.0,"Saint Petersburg, Saint Petersburg, Russia","April 20, 2019"
win,Roxanne Modafferi  Antonina Shevchenko,S-DEC,3.0,"Saint Petersburg, Saint Petersburg, Russia","April 20, 2019"
win,Krzysztof Jotko  Alen Amedovski,U-DEC,3.0,"Saint Petersburg, Saint Petersburg, Russia","April 20, 2019"
win,Movsar Evloev  SeungWoo Choi,U-DEC,3.0,"Saint Petersburg, Saint Petersburg, Russia","April 20, 2019"
win,Sultan Aliev  Keita Nakamura,U-DEC,3.0,"Saint Petersburg, Saint Petersburg, Russia","April 20, 2019"
win,Alexander Yakovlev  Alex Da Silva,SUB  Schultz Front Headlock,2.0,"Saint Petersburg, Saint Petersburg, Russia","April 20, 2019"
win,Shamil Abdurakhimov  Marcin Tybura,KO/TKO  Punches,2.0,"Saint Petersburg, Saint Petersburg, Russia","April 20, 2019"
