name,win,loss,tie,weight_lbs,reach_inch,stance,slpm,str_acc,sapm,str_def,tdavg,tdacc,tddef,subavg,w/l_ratio,age,inches
Jesus Pinedo,16,5,1,155.0,,Southpaw,3.23,38,4.37,52,2.5,100,100,0.0,0.76,26,70
Katsuyori Shibata,4,11,1,168.0,,Orthodox,2.06,35,2.4,53,0.49,50,53,0.7,0.27,42,72
Jose Alday,14,6,1,135.0,68.0,Orthodox,3.13,44,3.13,58,0.0,0,57,0.0,0.7,30,67
Francisco Trinaldo,28,8,0,170.0,70.0,Southpaw,3.15,44,2.6,60,0.98,43,59,0.5,0.78,43,69
Ignacio Bahamondes,13,4,0,155.0,75.0,Orthodox,8.33,47,5.03,58,0.0,0,95,0.6,0.76,24,75
Juan Manuel Puig,11,4,0,145.0,,Orthodox,4.91,23,7.17,51,0.0,0,0,0.0,0.73,33,69
Gareth Joseph,9,5,0,205.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.64,,
Raul Castillo,7,1,0,185.0,,Orthodox,1.47,48,3.27,60,0.0,0,0,0.0,0.88,,71
Tedd Williams,7,1,0,275.0,,Orthodox,0.0,0,0.0,0,0.0,0,0,0.0,0.88,52,73
Islam Makhachev,22,1,0,155.0,70.0,Southpaw,2.27,57,0.84,68,3.41,65,88,1.2,0.96,30,70
Keita Nakamura,34,10,2,170.0,73.0,Southpaw,2.23,36,3.2,58,1.65,48,63,0.3,0.77,38,71
Leonardo Santos,18,6,1,155.0,75.0,Orthodox,2.88,47,2.77,59,1.01,29,86,0.3,0.75,42,72
Rustam Khabilov,24,4,0,155.0,73.0,Orthodox,1.98,34,2.16,65,3.95,41,61,0.1,0.86,35,68
Hiroshi Izumi,4,2,0,205.0,,Orthodox,1.95,37,2.65,66,3.35,70,100,0.5,0.67,40,
Nasrat Haqparast,13,5,0,155.0,72.0,Southpaw,5.17,45,4.7,66,0.13,14,78,0.0,0.72,26,70
Junie Browning,5,6,0,155.0,,Orthodox,3.76,48,1.76,66,3.53,66,0,3.5,0.45,38,69
Mike Wilkinson,9,4,0,145.0,66.0,Orthodox,2.35,38,3.7,35,0.92,14,55,0.9,0.69,34,67
Kajan Johnson,23,13,1,155.0,75.0,Orthodox,2.47,42,1.59,64,1.54,37,62,0.2,0.64,38,71
CJ Keith,8,4,0,155.0,,Orthodox,0.86,50,1.82,50,0.0,0,62,0.0,0.67,35,72
Dan Lauzon,17,6,0,155.0,,Orthodox,1.34,25,4.09,61,1.63,33,80,2.7,0.74,34,70
Delson Heleno,29,10,0,185.0,,Orthodox,0.69,75,4.83,19,0.0,0,0,0.0,0.74,44,71
Andrew Montanez,9,12,1,185.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.43,,
Edson Gomez,6,2,0,170.0,69.0,Switch,2.66,32,8.78,45,0.0,0,0,0.0,0.75,31,68
Robert Peralta,18,8,0,145.0,71.0,Orthodox,3.76,44,2.97,53,0.59,66,65,0.0,0.69,36,68
Ian Freeman,20,7,1,225.0,,Orthodox,2.54,48,3.11,44,1.44,40,80,0.7,0.74,55,71
Brandon Michaels,4,14,0,185.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.22,,69
Roman Bogatov,10,1,0,155.0,73.0,Orthodox,3.33,42,4.4,44,1.0,9,50,0.0,0.91,31,68
Damon Jackson,21,4,1,145.0,71.0,Switch,2.55,41,2.86,50,2.47,38,40,2.1,0.84,33,71
Matt Wiman,16,10,0,155.0,68.0,Orthodox,3.17,50,3.57,51,2.13,37,56,1.5,0.62,38,70
Ross Pearson,20,16,0,155.0,69.0,Orthodox,3.68,40,4.09,62,0.74,35,75,0.0,0.56,37,68
TJ O'Brien,20,8,0,155.0,,Orthodox,3.77,46,4.78,57,0.94,100,0,0.0,0.71,35,74
Steven Siler,29,16,0,145.0,70.0,Orthodox,3.21,41,2.96,54,0.47,21,55,1.6,0.64,35,71
Jeremy Kennedy,11,1,0,145.0,71.0,Orthodox,2.22,46,2.58,47,5.73,52,66,0.0,0.92,29,71
Niklas Backstrom,11,3,0,145.0,,Orthodox,1.12,41,3.65,40,2.92,80,72,2.2,0.79,32,73
Andy Ogle,9,6,0,145.0,69.0,Orthodox,2.24,44,2.23,50,1.44,26,58,0.0,0.6,33,68
Cody Garbrandt,12,5,0,125.0,65.0,Orthodox,3.16,38,4.22,60,1.02,30,83,0.0,0.71,31,68
Jim Alers,13,3,0,145.0,71.0,Orthodox,2.9,40,4.38,56,2.26,41,80,0.3,0.81,35,69
Mike Lullo,8,3,0,145.0,,Orthodox,2.48,36,4.84,40,1.18,11,0,0.6,0.73,43,68
Jason Young,9,6,0,145.0,73.0,Orthodox,2.97,37,3.2,50,1.98,66,55,0.0,0.6,36,69
Albert Morales,7,4,1,135.0,72.0,Orthodox,3.81,35,3.96,56,0.91,35,70,0.2,0.64,31,69
Jimmie Rivera,23,5,0,135.0,68.0,Orthodox,4.03,40,3.9,60,0.88,27,92,0.1,0.82,33,64
David Smith,5,1,0,155.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.83,,
Julian Sanchez,0,1,0,300.0,,Orthodox,0.0,0,0.0,0,0.0,0,0,0.0,0.0,,75
Jonathan Martinez,16,4,0,135.0,70.0,Southpaw,4.72,48,3.77,60,0.54,50,73,0.0,0.8,28,68
Scott Adams,8,1,0,225.0,,Southpaw,0.0,0,0.0,0,0.0,0,0,0.0,0.89,,72
Dan Argueta,8,1,0,145.0,68.0,Southpaw,1.8,45,2.13,39,1.0,33,50,0.0,0.89,28,67
Noad Lahat,11,2,0,145.0,69.0,Orthodox,2.79,46,1.47,63,2.37,26,16,2.4,0.85,38,69
Nate Schroeder,11,10,0,230.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.52,,73
Will Brooks,18,4,0,155.0,72.0,Orthodox,4.26,59,2.54,56,2.08,51,82,0.3,0.82,35,70
Alex Ricci,10,5,0,155.0,,Orthodox,2.48,41,2.53,64,0.0,0,64,0.0,0.67,40,71
Tom Niinimaki,22,8,1,145.0,69.0,Orthodox,1.91,54,2.31,58,2.97,46,33,0.5,0.73,40,69
Josh Clopton,6,2,1,145.0,,Orthodox,1.6,64,2.87,50,2.0,66,75,0.0,0.75,41,66
Henry Briones,16,8,1,135.0,69.0,Orthodox,3.47,42,4.68,53,0.0,0,52,0.6,0.67,41,68
Augusto Mendes,6,2,0,135.0,65.0,Orthodox,2.42,34,3.91,56,1.75,33,80,0.0,0.75,39,66
Eric Wisely,26,9,1,145.0,,Southpaw,1.42,47,2.08,56,0.0,0,27,0.9,0.74,38,68
Junior Assuncao,16,6,0,145.0,72.0,Orthodox,3.31,62,2.06,44,2.43,24,66,0.7,0.73,41,69
Brian Geraghty,26,18,1,155.0,,Orthodox,0.47,25,9.77,36,0.0,0,50,0.0,0.59,41,67
Zviad Lazishvili,13,1,0,135.0,69.0,Orthodox,4.2,39,6.13,51,0.0,0,0,0.0,0.93,30,66
Sean Bassett,0,4,0,155.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.0,,
Masaaki Satake,1,8,1,220.0,,Orthodox,1.4,35,3.76,41,0.0,0,58,0.0,0.11,56,73
Allan Goes,10,5,2,205.0,,Orthodox,0.64,52,1.35,41,1.75,40,0,2.6,0.67,51,72
Ricardo Morais,10,4,1,270.0,,Orthodox,2.86,37,2.39,53,0.0,0,0,0.0,0.71,55,80
Milco Voorn,20,11,1,220.0,,Orthodox,0.0,0,0.0,100,0.0,0,0,0.0,0.65,,
Mads Burnell,9,3,0,145.0,69.0,Orthodox,1.28,41,2.71,51,3.45,47,22,0.4,0.75,28,68
Diego Rivas,10,2,0,145.0,69.0,Orthodox,1.37,40,2.14,52,1.79,60,64,0.9,0.83,30,68
Akira Shoji,14,17,5,195.0,,Orthodox,1.03,34,2.63,53,1.79,73,82,0.4,0.45,48,68
Jordan Rinaldi,14,7,0,145.0,72.0,Orthodox,1.56,35,2.32,59,1.45,35,20,1.2,0.67,34,70
David Lee,12,10,0,155.0,,Orthodox,1.49,50,3.31,42,0.0,0,50,0.0,0.55,,70
Eddie Yagin,16,7,1,145.0,,Orthodox,3.13,30,5.77,42,0.0,0,62,1.0,0.7,43,67
Sodiq Yusuff,12,2,0,145.0,71.0,Orthodox,5.22,48,3.63,57,0.18,12,68,0.4,0.86,29,69
Chris Amarante,2,0,0,185.0,,,0.0,0,0.0,0,0.0,0,0,0.0,1.0,,
Andrei Kopylov,6,11,0,265.0,,Orthodox,0.33,66,4.31,40,0.0,0,0,0.0,0.35,57,74
Tae Hyun Lee,1,2,0,295.0,,Orthodox,1.37,31,3.89,54,5.15,100,0,0.0,0.33,47,78
Mike Bencic,1,2,0,215.0,,Orthodox,0.0,0,3.32,53,0.0,0,0,0.0,0.33,,72
Tadao Yasuda,2,4,0,310.0,,Orthodox,2.7,73,0.85,60,0.75,14,0,0.0,0.33,58,76
Dan Hooker,21,12,0,145.0,75.0,Switch,4.91,47,4.81,51,0.89,36,78,0.2,0.64,32,72
Kazunari Murakami,5,5,0,220.0,,Orthodox,0.0,0,0.0,0,0.0,0,0,0.0,0.5,48,73
Hirotaka Yokoi,11,5,0,205.0,,Orthodox,1.52,33,3.42,38,1.87,41,66,0.4,0.69,44,71
Murilo Rua,20,13,1,185.0,,Orthodox,2.48,45,1.85,53,1.97,45,37,1.2,0.61,42,71
Tsuyoshi Tamakairiki,0,3,0,220.0,,Orthodox,0.0,0,26.67,50,0.0,0,0,0.0,0.0,,72
John Renken,18,28,4,190.0,,Orthodox,0.0,0,0.0,0,0.0,0,0,0.0,0.39,,72
Larry Parker,13,6,1,205.0,,Orthodox,0.0,0,0.0,0,0.0,0,0,0.0,0.68,,71
Juan Mott,3,4,0,190.0,,Switch,0.0,0,0.0,0,0.0,0,0,0.0,0.43,,72
Steve Bruno,15,6,0,170.0,,Orthodox,0.96,52,3.38,36,1.94,25,46,0.4,0.71,40,70
Herman Renting,1,3,0,215.0,,Switch,0.0,0,0.0,0,0.0,0,0,0.0,0.25,,72
Rodolfo Rubio Perez,10,16,1,145.0,,Orthodox,1.13,36,1.0,62,2.0,33,33,0.0,0.38,35,65
Ebenezer Fontes Braga,13,7,2,199.0,,Orthodox,2.42,50,0.42,71,0.0,0,90,0.6,0.65,53,72
Dan Cramer,11,4,0,170.0,,Orthodox,0.97,30,2.1,31,0.0,0,66,0.5,0.73,36,74
Nick Osipczak,6,3,0,170.0,76.0,Orthodox,2.83,50,3.77,50,1.2,45,71,1.0,0.67,37,74
Greg Soto,9,4,0,170.0,73.0,Orthodox,3.21,63,2.61,52,1.49,27,44,1.0,0.69,36,71
Erik Koch,16,6,0,170.0,71.0,Southpaw,2.33,42,2.82,47,1.02,42,81,1.0,0.73,33,70
John Dixson,15,22,0,275.0,,Orthodox,0.0,0,0.0,0,0.0,0,0,0.0,0.41,,72
DaMarques Johnson,15,15,0,170.0,75.0,Orthodox,2.11,37,3.75,51,1.18,55,19,0.7,0.5,40,73
Sean Pierson,14,6,0,170.0,76.0,Southpaw,3.84,39,3.73,64,0.39,18,66,0.4,0.7,46,72
Murad Chunkaiev,8,4,0,185.0,,Orthodox,0.85,16,3.41,66,8.53,100,0,0.0,0.67,,71
Anthony Njokuani,16,12,0,155.0,75.0,Orthodox,3.94,46,2.41,65,0.5,45,53,0.2,0.57,42,73
Jerrel Venetiaan,4,3,0,195.0,,Orthodox,0.81,33,1.51,67,0.0,0,60,0.0,0.57,51,73
KJ Noons,13,9,0,155.0,70.0,Orthodox,3.68,35,3.78,65,0.08,20,68,0.0,0.59,39,70
Tony Bonello,16,3,1,185.0,,,0.62,33,12.62,10,0.0,0,0,0.0,0.84,,74
Alex Andrade,10,5,0,200.0,,Orthodox,0.2,36,2.6,53,0.0,0,25,0.8,0.67,48,71
John Maguire,24,9,0,155.0,69.0,Southpaw,1.41,41,2.44,65,2.8,46,77,1.1,0.73,39,69
Frank Lester,11,6,0,170.0,,Orthodox,2.18,36,3.82,53,0.0,0,0,0.0,0.65,38,71
Paul Felder,17,6,0,155.0,70.0,Orthodox,3.7,44,3.44,48,0.29,28,64,0.2,0.74,38,71
Aaron Phillips,12,4,0,135.0,71.0,Southpaw,1.65,56,3.44,39,0.0,0,44,0.4,0.75,32,69
Jameel Massouh,26,9,0,145.0,72.0,Orthodox,1.91,54,2.62,55,0.67,15,50,0.7,0.74,37,70
Bendy Casimir,20,14,2,145.0,,Southpaw,0.74,27,3.42,54,0.0,0,100,0.0,0.59,42,65
Che Mills,16,10,0,170.0,76.0,Orthodox,2.08,52,2.87,43,1.18,66,58,0.0,0.62,39,73
Dooho Choi,14,4,0,145.0,70.0,Orthodox,5.32,51,6.38,53,0.41,20,50,0.0,0.78,31,70
Maciej Jewtuszko,12,3,0,155.0,,Southpaw,2.29,45,1.39,66,0.0,0,42,0.9,0.8,41,72
Akira Corassani,12,6,0,145.0,68.0,Orthodox,3.25,45,4.91,50,0.7,28,86,0.0,0.67,39,68
Muhsin Corbbrey,17,9,0,155.0,,Orthodox,2.02,34,5.41,53,0.0,0,80,0.4,0.65,44,70
Gabriel Benitez,22,11,0,145.0,71.0,Southpaw,4.6,40,3.98,65,0.14,50,58,1.1,0.67,34,68
Amaury Bitetti,5,2,0,185.0,,Orthodox,0.0,0,0.0,0,0.0,0,0,0.0,0.71,,69
Gavin Tucker,13,2,0,145.0,66.0,Southpaw,4.39,45,4.28,57,2.98,42,53,1.5,0.87,36,66
Edson Berto,17,12,1,155.0,,Orthodox,1.76,36,4.62,47,5.47,40,0,2.7,0.59,39,66
Brandon Visher,13,3,0,135.0,68.0,Orthodox,2.55,45,3.76,42,0.67,20,0,0.0,0.81,38,66
Andre Amado,6,4,1,154.0,,Orthodox,2.27,24,5.91,63,0.0,0,20,0.0,0.6,,72
Jeff Hougland,10,6,0,135.0,68.0,Orthodox,1.86,48,3.46,47,0.86,18,0,1.1,0.62,43,67
Mark Hominick,20,12,0,145.0,68.0,Orthodox,4.08,42,4.18,69,0.25,66,71,0.9,0.62,40,68
Matt Hobar,9,3,0,135.0,70.0,Southpaw,3.23,42,4.27,52,3.66,44,50,0.0,0.75,35,70
Walel Watson,14,10,0,135.0,75.0,Orthodox,2.1,29,3.79,43,0.0,0,61,1.4,0.58,38,71
Pingyuan Liu,13,7,0,135.0,72.0,Orthodox,2.36,33,2.99,54,0.25,20,56,1.0,0.65,29,66
Asbel Cancio,0,1,0,225.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.0,,70
Todd Medina,11,9,0,193.0,,Southpaw,0.0,0,0.0,0,0.0,0,0,0.0,0.55,,70
Carlos Barreto,14,9,0,230.0,,Orthodox,0.0,0,0.0,0,0.0,0,0,0.0,0.61,,76
Larry Cureton,0,2,0,240.0,,Orthodox,0.0,0,0.0,0,0.0,0,0,0.0,0.0,,74
Zachary Micklewright,15,3,0,155.0,74.0,Southpaw,5.56,53,4.72,54,0.7,12,100,0.0,0.83,45,72
Paul Varelans,9,9,0,300.0,,Orthodox,0.0,0,0.0,0,0.0,0,0,0.0,0.5,,80
Humberto Brown Morrison,4,6,0,145.0,,,1.71,50,2.19,62,1.43,25,0,0.0,0.4,37,70
Victor Valenzuela,13,6,2,155.0,,,1.28,100,2.55,0,0.0,0,0,0.0,0.68,,70
Maurice Smith,12,14,0,221.0,,Orthodox,0.41,46,0.47,60,0.89,50,20,0.9,0.46,60,74
Trenell Young,11,9,0,145.0,,Orthodox,1.43,22,5.13,50,1.13,20,0,1.1,0.55,46,66
Tim Lajcik,7,6,1,225.0,,Orthodox,0.0,0,0.0,0,0.0,0,0,0.0,0.54,57,73
Courtney Buck,12,11,0,135.0,,Orthodox,1.49,28,3.24,54,0.0,0,33,0.0,0.52,40,70
Fedor Emelianenko,36,5,0,230.0,74.0,Orthodox,3.18,51,1.0,63,2.0,63,82,1.9,0.88,45,72
Cal Worsham,13,10,0,230.0,,Orthodox,0.0,0,0.0,0,0.0,0,0,0.0,0.57,,71
Takeya Mizugaki,21,11,2,135.0,69.0,Orthodox,3.37,37,3.27,57,1.46,57,70,0.1,0.66,38,67
Ricco Rodriguez,53,25,0,265.0,,Orthodox,1.85,51,1.15,61,2.3,39,40,1.0,0.68,44,76
Joe Moreira,2,2,0,195.0,,Southpaw,0.0,0,0.0,0,0.0,0,0,0.0,0.5,,71
Rickson Gracie,11,0,0,185.0,,Switch,0.0,0,0.0,0,0.0,0,0,0.0,1.0,63,70
Edwin Figueroa,9,5,0,135.0,69.0,Orthodox,2.57,39,3.06,51,0.2,100,37,0.6,0.64,37,67
Gerry Harris,1,4,0,270.0,,Orthodox,0.0,0,0.0,0,0.0,0,0,0.0,0.2,,80
Bryan Caraway,21,9,0,135.0,68.0,Orthodox,2.53,34,3.61,54,2.57,25,80,0.8,0.7,37,68
Taylor Lapilus,11,2,0,135.0,73.0,Southpaw,3.77,45,2.0,61,0.58,40,81,0.6,0.85,30,66
Rick Roufus,4,6,0,207.0,,Southpaw,0.53,33,1.06,33,0.0,0,50,0.0,0.4,,72
Joe Pearson,45,30,1,145.0,,Orthodox,0.59,18,3.51,33,0.0,0,0,4.4,0.6,44,70
Francisco Rivera,11,7,0,135.0,70.0,Orthodox,4.07,41,3.16,68,1.01,63,68,0.6,0.61,40,68
Micah Miller,20,8,0,145.0,,Orthodox,1.33,33,2.15,54,0.98,37,21,2.0,0.71,35,72
Fredson Paixao,10,5,0,145.0,66.0,Orthodox,1.71,54,2.31,62,0.62,11,10,2.2,0.67,43,66
Yuri Vaulin,0,1,0,197.0,,Southpaw,0.0,0,0.0,0,0.0,0,0,0.0,0.0,,76
Felipe Arantes,18,10,1,135.0,73.0,Orthodox,2.37,45,2.66,64,0.93,47,41,0.7,0.64,34,68
Yuji Nagata,0,2,0,225.0,,Orthodox,1.45,40,14.46,4,0.0,0,0,0.0,0.0,54,72
Takayuki Okada,3,3,2,290.0,,Orthodox,0.0,0,0.0,0,0.0,0,0,0.0,0.5,,73
Jimmy Ambriz,17,21,1,315.0,,Southpaw,0.83,29,3.76,40,3.13,57,100,0.8,0.45,52,74
Zane Frazier,4,11,0,250.0,,Orthodox,0.0,0,0.0,0,0.0,0,0,0.0,0.27,,77
Rocky Lee,3,2,0,145.0,,Orthodox,2.47,51,5.33,44,1.0,10,33,0.0,0.6,35,69
Hiroyuki Takaya,21,14,2,139.0,,Orthodox,3.18,33,3.16,60,0.9,45,66,0.0,0.6,45,66
Alex Zuniga,6,3,0,145.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.67,,
Alvin Cacdac,18,13,0,125.0,,Orthodox,1.21,66,0.61,0,0.0,0,0,0.0,0.58,,66
Hong Man Choi,4,5,0,330.0,,Orthodox,1.32,26,1.46,36,0.71,100,84,0.0,0.44,41,86
Jesse Moreng,9,1,0,145.0,,Orthodox,1.26,40,2.08,48,5.56,100,100,0.0,0.9,42,67
Chance Farrar,8,3,0,145.0,,Southpaw,0.81,22,2.21,67,3.02,100,0,0.0,0.73,46,69
Dustin Neace,25,21,1,145.0,,,2.08,32,2.66,56,0.0,0,0,1.7,0.54,35,69
Johnny Bedford,21,13,1,135.0,71.0,Orthodox,4.53,50,1.75,63,1.83,62,62,0.0,0.62,39,70
Satoshi Ishii,15,8,1,240.0,,Orthodox,1.41,36,1.58,63,3.47,52,100,1.6,0.65,35,71
Milton Vieira,13,8,2,145.0,,Orthodox,1.13,35,2.36,48,2.67,53,12,0.7,0.62,43,72
Cole Escovedo,17,9,0,135.0,72.0,Orthodox,1.77,43,4.32,49,0.43,33,13,0.0,0.65,40,67
Georgi Karakhanyan,26,7,1,145.0,,,4.49,39,5.0,54,1.41,50,33,1.9,0.79,37,68
Kevin Rosier,2,6,0,275.0,,Orthodox,0.0,0,0.0,0,0.0,0,0,0.0,0.25,,76
Chase Beebe,24,13,1,135.0,67.0,Orthodox,2.17,38,1.64,69,2.49,42,41,0.9,0.65,37,67
Jong Won Kim,0,1,0,139.0,,Orthodox,0.84,15,3.28,63,2.81,100,0,0.0,0.0,,67
Jose Canseco,0,1,0,240.0,,Orthodox,0.78,10,4.68,62,0.0,0,0,0.0,0.0,58,76
Casey Olson,14,5,0,145.0,,Orthodox,2.48,60,0.0,100,3.54,57,100,1.8,0.74,,67
Gary Goodridge,23,22,1,249.0,,Orthodox,1.84,56,2.14,48,0.4,100,53,0.8,0.51,56,75
Bobby Sanchez,10,35,0,155.0,,Orthodox,0.0,0,0.0,100,0.0,0,100,0.0,0.22,,67
Jerome LeBanner,3,2,0,265.0,,Southpaw,0.92,35,1.03,37,0.0,0,50,0.0,0.6,49,75
Evan Esguerra,8,7,0,145.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.53,,
Cody Gibson,15,7,0,135.0,71.0,Orthodox,2.47,31,2.54,63,1.85,38,58,0.4,0.68,34,70
Alton Cunningham,4,2,0,205.0,77.0,Orthodox,3.33,75,4.94,20,1.67,10,100,0.0,0.67,29,74
Eric Lawson,9,5,0,185.0,,Orthodox,1.58,57,1.97,44,8.88,42,0,3.0,0.64,,72
Sterling Ford,15,7,0,155.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.68,36,70
Louis Gaudinot,8,4,0,125.0,63.0,Orthodox,2.34,37,6.42,48,0.57,40,31,1.1,0.67,37,63
Will Ribeiro,10,2,0,135.0,,Orthodox,1.83,28,1.64,74,1.15,100,50,2.9,0.83,39,68
Maurice Eazel,7,15,0,135.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.32,,67
Mark Hall,5,6,0,190.0,,Orthodox,0.0,0,0.0,0,0.0,0,0,0.0,0.45,,72
Marcos Vinicius,23,11,1,125.0,,Orthodox,1.93,49,2.91,47,0.0,0,25,0.5,0.68,42,69
Joe Charles,6,13,0,260.0,,Southpaw,0.0,0,0.0,0,0.0,0,0,0.0,0.32,,73
Mark Schultz,1,1,0,200.0,,Orthodox,0.0,0,0.0,0,0.0,0,0,0.0,0.5,,69
Anton Kuivanen,24,10,0,155.0,72.0,Orthodox,2.27,38,1.63,67,1.2,100,71,0.4,0.71,38,68
Paul Herrera,1,1,0,185.0,,Orthodox,0.0,0,0.0,0,0.0,0,0,0.0,0.5,,70
Chris Solomon,0,0,0,155.0,,,0.0,0,2.8,37,0.0,0,33,0.0,,,71
Chris Drumm,0,1,0,145.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.0,,68
Chris Culley,20,15,0,145.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.57,36,
Amir Rahnavardi,11,10,0,205.0,,Orthodox,0.67,25,0.0,100,0.0,0,50,0.0,0.52,47,72
Bobby Stack,8,3,0,155.0,,Orthodox,1.0,20,2.89,34,7.48,45,100,0.0,0.73,,69
John Campetella,0,1,0,235.0,,Orthodox,0.0,0,0.0,0,0.0,0,0,0.0,0.0,,69
Brian McLaughlin,6,2,0,155.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.75,38,69
Kenneth Seegrist,4,7,0,185.0,,Orthodox,3.21,66,1.28,0,0.0,0,40,14.4,0.36,,72
Phil Harris,22,12,0,125.0,65.0,Orthodox,2.34,26,3.16,68,1.76,21,60,0.0,0.65,38,64
Josh Neal,5,11,0,185.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.31,,72
Jesse Gillespie,3,2,0,185.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.6,,
Wayne Phillips,7,7,0,185.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.5,39,
Wagner Campos,12,10,0,145.0,,Southpaw,1.54,41,2.53,51,2.71,100,0,0.0,0.55,40,66
Harold Howard,1,3,0,240.0,,Orthodox,0.0,0,0.0,0,0.0,0,0,0.0,0.25,,74
Koji Kitao,1,2,0,350.0,,Southpaw,0.0,0,0.0,0,0.0,0,0,0.0,0.33,58,79
Waylon Kennell,6,2,0,185.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.75,,72
Scott Bessac,4,6,0,245.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.4,,76
Tom Erikson,9,4,1,280.0,,Orthodox,0.94,47,1.87,25,4.68,60,100,6.2,0.69,,75
Osamu Tachihikari,0,4,0,300.0,,Orthodox,0.0,0,0.0,0,0.0,0,0,0.0,0.0,,77
Issac DeJesus,12,7,1,145.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.63,,
Yoshiaki Yatsu,0,2,0,165.0,,Orthodox,0.0,0,5.57,48,0.0,0,0,0.0,0.0,66,73
Trent Jenkins,0,4,0,185.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.0,,74
Cyrillo Padilha,3,3,0,155.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.5,44,71
Achmed Labasanov,7,4,0,215.0,,Orthodox,0.75,39,1.1,46,3.0,100,0,0.8,0.64,44,75
Derrick Burnsed,1,0,3,155.0,,,0.0,0,0.0,0,0.0,0,0,0.0,1.0,,
Ron Keslar,11,9,0,185.0,,,0.0,0,2.05,60,0.0,0,100,7.7,0.55,,
Isaiah Hill,5,7,1,155.0,,,4.84,50,0.97,80,0.0,0,66,14.5,0.42,,70
Ulysses Gomez,9,5,0,125.0,,Orthodox,2.72,25,3.57,68,0.0,0,0,0.0,0.64,39,66
Fernando Bettega,7,5,0,170.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.58,42,
Jesse Jones,2,1,0,170.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.67,,69
Roland Payne,0,1,0,205.0,,Orthodox,0.0,0,0.0,0,0.0,0,0,0.0,0.0,,69
David Hood,1,3,0,200.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.25,,72
Matt Skelton,0,1,0,265.0,,Orthodox,0.0,0,0.54,0,0.0,0,66,0.0,0.0,55,75
Steve Jennum,2,3,0,215.0,,Orthodox,0.0,0,0.0,0,0.0,0,0,0.0,0.4,,70
Nathan Jones,0,1,0,345.0,,Orthodox,0.0,0,0.0,0,0.0,0,0,0.0,0.0,51,83
Tim Catalfo,4,2,0,235.0,,Orthodox,0.39,100,0.77,33,0.0,0,0,0.0,0.67,,71
Dave Martin,0,2,0,205.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.0,,72
Damion Douglas,4,1,0,170.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.8,,
Kurt Osiander,4,1,0,185.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.8,,
Lloyd Van Dams,0,1,0,240.0,,Southpaw,0.0,0,3.01,15,0.0,0,0,0.0,0.0,50,73
Ben Wall,8,7,1,155.0,,Orthodox,1.47,29,8.53,29,0.0,0,100,0.0,0.53,33,70
Josh McDonald,9,5,0,185.0,,,0.8,57,3.4,33,9.0,50,0,0.0,0.64,,
Alexander Trevino,7,7,0,170.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.5,,
Jason Saggo,12,4,0,155.0,71.0,Orthodox,2.5,39,2.94,52,2.33,40,23,0.0,0.75,36,71
Joe Proctor,11,5,0,155.0,72.0,Orthodox,3.39,36,3.93,59,0.0,0,70,1.8,0.69,36,70
Tony Petarra,2,3,1,196.0,,Orthodox,0.0,0,0.0,0,0.0,0,0,0.0,0.4,,71
Anthony Alves,1,4,0,,,,0.0,0,0.0,0,0.0,0,0,0.0,0.2,,
Carl Malenko,6,4,0,200.0,,Orthodox,0.0,0,0.0,0,0.0,0,0,0.0,0.6,,71
Bob Schrijber,20,17,1,240.0,,Orthodox,0.0,0,0.0,0,0.0,0,0,0.0,0.54,,72
Melton Bowen,0,1,0,225.0,,Orthodox,0.0,0,0.0,0,0.0,0,0,0.0,0.0,53,72
Patrick Murphy,5,3,0,170.0,,,3.4,66,0.8,42,0.0,0,50,1.0,0.62,,72
Daijiro Matsui,13,29,7,200.0,,Orthodox,0.84,45,1.69,55,1.83,30,43,0.4,0.31,49,69
