name,win,loss,tie,weight_lbs,reach_inch,stance,slpm,str_acc,sapm,str_def,tdavg,tdacc,tddef,subavg,w/l_ratio,age,inches
Josh Koscheck,17,11,0,170.0,73.0,Orthodox,1.79,36,2.27,63,2.46,48,64,0.4,0.61,44,70
Joey Gambino,9,2,0,145.0,,Orthodox,2.47,35,2.53,51,0.0,0,42,0.8,0.82,33,67
Darren Elkins,28,10,0,145.0,71.0,Orthodox,3.52,38,3.16,51,2.76,33,56,1.1,0.74,38,70
Pablo Garza,12,4,0,145.0,73.0,Orthodox,3.37,44,2.7,50,0.94,25,15,1.3,0.75,38,73
Jeremy Lang,21,2,0,205.0,,Southpaw,1.13,50,1.41,42,4.22,60,0,4.2,0.91,47,71
Jeremiah Billington,11,2,0,205.0,,Orthodox,1.6,62,7.06,35,0.0,0,50,0.0,0.85,44,69
Allen Berube,4,3,0,155.0,,Orthodox,0.92,80,0.92,33,6.87,100,0,3.4,0.57,47,68
Craig Zellner,4,3,0,205.0,,Orthodox,0.61,9,4.65,61,0.0,0,0,0.0,0.57,45,74
Miguel Cosio,1,13,0,205.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.07,,76
Dustin Poirier,28,7,0,155.0,72.0,Southpaw,5.61,50,4.28,53,1.44,36,64,1.2,0.8,33,69
Daniel Pineda,27,14,0,145.0,69.0,Orthodox,3.35,48,2.97,45,1.42,22,42,1.6,0.66,36,67
Conor McGregor,22,6,0,155.0,74.0,Southpaw,5.32,49,4.66,54,0.67,55,66,0.1,0.79,34,69
Rodney Wallace,26,15,1,205.0,72.0,Switch,1.13,46,3.44,45,6.0,54,28,1.0,0.63,40,69
Jimy Hettes,11,3,0,145.0,71.0,Southpaw,3.47,57,3.5,57,5.2,44,61,1.4,0.79,35,69
Tom DeBlass,9,2,0,185.0,,Orthodox,1.5,35,4.43,37,1.0,50,28,0.5,0.82,40,72
Michael McDonald,1,1,0,205.0,,Orthodox,0.0,0,0.4,50,0.0,0,0,0.0,0.5,57,71
Rich Franklin,29,7,0,185.0,76.0,Southpaw,4.1,44,2.07,62,1.31,66,63,0.7,0.81,47,73
Sam Greco,3,1,1,205.0,,Orthodox,2.4,75,1.33,53,0.0,0,25,1.0,0.75,55,74
Dimitiri Wanderley,5,2,0,205.0,,Orthodox,0.92,25,4.31,30,1.16,20,0,0.0,0.71,,
Vernon White,26,33,2,205.0,,Southpaw,2.11,38,2.2,54,0.88,28,44,0.0,0.44,50,72
David Heath,18,7,0,205.0,72.0,Orthodox,1.48,30,5.16,49,0.33,50,57,1.0,0.72,46,71
Sam Hoger,10,4,0,205.0,,Orthodox,1.07,25,2.25,57,1.12,38,29,1.3,0.71,42,74
Justin Lawrence,10,4,0,145.0,67.0,Orthodox,3.84,35,2.83,67,0.72,28,73,0.0,0.71,32,68
Rameau Thierry Sokoudjou,18,18,0,205.0,78.0,Orthodox,2.26,45,2.61,56,1.93,47,78,0.9,0.5,38,70
Chris Sanford,5,1,0,185.0,,Orthodox,0.23,50,3.22,17,0.0,0,0,3.5,0.83,54,71
Tito Ortiz,19,12,1,205.0,74.0,Orthodox,2.59,46,2.88,60,2.47,35,54,0.6,0.61,47,75
Pat Schilling,5,2,0,145.0,,Orthodox,1.87,26,8.24,52,0.0,0,0,0.0,0.71,33,68
Thiago Silva,19,6,0,205.0,74.0,Orthodox,3.92,50,2.55,67,1.03,47,70,0.7,0.76,39,74
Juliana Lima,9,5,0,115.0,65.0,Orthodox,1.94,44,2.11,55,1.72,31,70,0.0,0.64,40,65
Randa Markos,11,12,1,115.0,63.0,Orthodox,2.97,43,3.1,58,1.12,28,52,0.2,0.48,36,64
Jeff Newton,4,2,0,205.0,,Sideways,0.28,20,1.41,52,0.0,0,0,8.5,0.67,55,74
Max Martyniouk,1,1,0,155.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.5,,
Dennis Reed,45,62,1,205.0,,Orthodox,0.0,0,0.0,0,0.0,0,0,0.0,0.42,,
John Cofer,8,4,0,155.0,,Southpaw,2.73,41,3.43,62,1.22,50,64,0.0,0.67,38,69
Yan Pellerin,11,13,0,205.0,,Orthodox,0.59,25,0.89,66,4.43,100,0,0.0,0.46,,71
Wes Albritton,0,1,0,188.0,,Orthodox,0.0,0,0.0,0,0.0,0,0,0.0,0.0,,70
Dave Dalgliesh,30,19,2,205.0,,Orthodox,0.0,0,1.85,50,0.0,0,0,0.0,0.61,44,74
Antony Rea,33,15,0,205.0,,Orthodox,2.89,28,5.42,42,0.0,0,100,0.0,0.69,46,72
Rubens Xavier,5,3,0,220.0,,Orthodox,0.77,42,1.82,21,2.1,40,25,1.1,0.62,,75
Dino Pezao,1,3,0,205.0,,Orthodox,0.66,30,3.28,31,0.0,0,0,0.0,0.25,,
Rodrigo Gripp de Sousa,7,9,0,205.0,,Orthodox,0.48,23,4.81,52,0.0,0,0,9.6,0.44,,71
Vitor Vianna,12,3,1,205.0,,Orthodox,3.1,30,8.28,52,0.0,0,0,0.0,0.8,,
Leo Sylvest,10,16,0,205.0,,Orthodox,0.0,0,6.58,27,0.0,0,0,0.0,0.38,48,71
Ryan Bader,23,5,0,205.0,74.0,Orthodox,2.82,43,1.39,71,3.37,44,80,0.4,0.82,39,74
Ralph Dillon,0,2,1,205.0,,Orthodox,0.34,14,0.69,60,0.0,0,0,0.0,0.0,,74
Cory Walmsley,8,2,0,205.0,,Orthodox,0.79,100,1.18,50,0.0,0,0,0.0,0.8,,72
Cynthia Calvillo,9,4,1,125.0,64.0,Orthodox,4.27,40,4.1,64,1.75,43,73,1.0,0.69,35,64
Claudia Gadelha,18,5,0,115.0,63.0,Orthodox,3.31,41,4.57,57,3.03,42,58,0.7,0.78,33,64
Tatiana Suarez,9,0,0,115.0,66.0,Southpaw,4.82,65,1.45,48,6.47,62,100,0.6,1.0,31,65
Dan Henderson,32,15,0,185.0,74.0,Orthodox,2.44,47,2.7,51,1.52,52,57,0.3,0.68,51,71
Phil Davis,17,4,0,205.0,79.0,Orthodox,2.85,34,1.33,72,2.99,38,72,0.6,0.81,37,74
Mark Munoz,14,6,0,185.0,71.0,Orthodox,3.12,51,2.26,57,3.17,29,57,0.6,0.7,44,72
Alexa Grasso,14,3,0,125.0,66.0,Orthodox,4.92,43,3.79,63,0.54,57,60,0.7,0.82,28,65
Marina Rodriguez,16,1,2,115.0,65.0,Orthodox,5.03,47,3.07,57,0.2,33,65,0.2,0.94,35,66
Tina Lahdemaki,5,1,0,115.0,,Orthodox,1.93,20,4.67,57,0.0,0,16,0.0,0.83,34,62
Yan Xiaonan,15,3,0,115.0,63.0,Orthodox,5.66,42,3.77,62,1.06,66,65,0.0,0.83,33,65
Luke Rockhold,16,5,0,185.0,77.0,Southpaw,4.18,48,2.43,56,0.67,30,68,1.1,0.76,37,75
Yoel Romero,13,5,0,185.0,73.0,Southpaw,3.44,49,3.05,60,1.57,30,78,0.0,0.72,45,72
Paul Buentello,35,17,0,245.0,77.0,Orthodox,3.29,45,3.83,52,0.19,33,39,0.4,0.67,48,74
Eryk Anders,14,7,0,185.0,75.0,Southpaw,3.26,47,4.2,50,1.57,25,75,0.1,0.67,35,73
Derek Brunson,23,8,0,185.0,77.0,Southpaw,3.5,47,2.84,52,3.23,33,89,0.6,0.74,38,73
Wagner Prado,12,3,0,205.0,74.0,Southpaw,1.72,40,3.06,50,0.0,0,22,0.0,0.8,35,72
Eric Smith,1,1,0,,,Southpaw,0.0,0,0.0,0,0.0,0,0,0.0,0.5,,
Ricardo Barros,2,2,0,205.0,,,0.0,0,8.22,31,0.0,0,100,0.0,0.5,46,73
Crezio de Souza,1,2,0,170.0,,Orthodox,0.0,0,0.0,0,0.0,0,0,0.0,0.33,,
Chuck Grigsby,23,10,0,205.0,,Orthodox,0.71,16,3.29,46,0.0,0,66,0.0,0.7,,78
Josh Diekmann,15,8,0,246.0,,,0.28,5,8.17,25,0.0,0,0,0.0,0.65,45,64
Brandon Vera,15,7,0,230.0,78.0,Orthodox,3.03,56,2.81,52,0.7,53,59,0.2,0.68,44,75
Vitor Belfort,26,14,0,185.0,74.0,Southpaw,1.59,46,2.83,50,1.02,60,53,0.6,0.65,45,72
Nik Theotikos,6,2,0,185.0,,Orthodox,0.0,0,5.48,19,0.0,0,0,4.8,0.75,,
Buck Meredith,3,3,0,185.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.5,40,74
Carter Williams,4,5,0,265.0,,Orthodox,1.55,36,2.32,58,2.9,33,100,0.0,0.44,,73
Kiril Sidelnikov,11,4,0,230.0,,,2.87,28,4.48,61,0.0,0,0,0.0,0.73,33,71
Bobby Hoffman,36,10,1,245.0,,Orthodox,2.02,70,1.32,19,1.17,50,0,1.2,0.78,53,74
Semmy Schilt,26,14,1,265.0,,Orthodox,1.2,50,1.31,53,0.0,0,47,1.1,0.65,48,82
Randy Couture,19,11,0,205.0,75.0,Orthodox,2.85,57,1.53,59,2.78,46,58,0.5,0.63,59,73
Jeremy Hamilton,9,2,0,185.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.82,37,
Andre Mussi,11,5,0,242.0,,Orthodox,0.0,0,10.59,35,0.0,0,0,0.0,0.69,,75
Fabiano Scherner,11,10,0,257.0,,Orthodox,1.31,31,3.2,38,1.09,33,40,0.0,0.52,50,75
Kazuhiro Nakamura,21,13,0,205.0,70.0,Orthodox,1.56,37,1.83,59,1.73,36,42,0.6,0.62,43,71
Aleksander Emelianenko,23,7,0,255.0,,Orthodox,2.75,41,1.7,65,2.32,72,66,0.9,0.77,40,78
Devin Johnson,1,1,1,,,,0.0,0,0.0,0,0.0,0,0,0.0,0.5,,
Nikk Covert,3,4,0,185.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.43,52,68
Mark Robinson,1,0,0,265.0,,Orthodox,0.0,0,5.8,13,0.0,0,0,0.0,1.0,,72
Mirko Filipovic,35,11,2,230.0,73.0,Southpaw,2.11,50,1.89,63,0.19,40,78,0.3,0.76,47,74
Pawel Nastula,5,6,0,230.0,,Southpaw,1.3,43,1.73,50,3.0,60,0,1.5,0.45,52,72
Chuck Liddell,21,8,0,205.0,76.0,Orthodox,2.97,35,2.71,56,0.44,75,81,0.0,0.72,52,74
Antonio Rodrigo Nogueira,34,10,1,240.0,77.0,Orthodox,1.95,42,2.4,55,1.3,29,36,2.4,0.77,46,75
James Toney,0,1,0,220.0,,Orthodox,0.0,0,2.41,27,0.0,0,0,0.0,0.0,53,69
Steven Graham,2,1,0,290.0,,Orthodox,0.0,0,0.0,0,0.0,0,0,0.0,0.67,,73
Tony Halme,0,4,0,300.0,,Orthodox,0.0,0,0.0,0,0.0,0,0,0.0,0.0,59,75
Jeff Monson,60,26,1,247.0,74.0,Orthodox,0.97,30,2.87,59,1.06,12,66,0.7,0.7,51,69
Hidehiko Yoshida,6,8,1,225.0,,Orthodox,1.05,36,1.89,62,1.09,33,71,2.2,0.43,52,71
Matt Foki,5,4,0,220.0,,Orthodox,0.0,0,3.37,56,0.0,0,0,0.0,0.56,,67
Dos Caras Jr.,9,5,0,225.0,,Orthodox,0.77,23,1.2,59,0.0,0,72,0.0,0.64,45,76
Chalid Arrab,7,3,0,205.0,,Orthodox,1.56,34,1.63,56,3.05,75,37,1.0,0.7,47,71
Yoshihiro Nakao,9,3,0,220.0,,Southpaw,1.73,35,2.06,64,2.69,46,0,0.5,0.75,50,72
Gilbert Yvel,39,16,1,225.0,77.0,Orthodox,1.05,47,1.78,50,0.0,0,25,1.0,0.71,46,74
Pedro Rizzo,20,11,0,241.0,,Orthodox,1.93,34,3.02,50,0.26,28,78,0.0,0.65,48,73
Dmitri Stepanov,0,1,0,217.0,,Orthodox,0.0,0,0.0,0,0.0,0,0,0.0,0.0,,75
Edson Drago,11,7,0,220.0,,Orthodox,1.16,40,2.39,36,0.0,0,55,0.0,0.61,44,76
Brendan Schaub,10,5,0,245.0,78.0,Orthodox,2.92,37,2.22,57,2.32,46,72,0.4,0.67,39,76
Ibragim Magomedov,22,8,1,250.0,,Orthodox,0.26,4,3.86,42,0.0,0,0,0.0,0.73,,72
Siala Siliga,12,5,0,290.0,,Orthodox,1.08,26,1.96,50,1.47,50,80,0.0,0.71,51,73
Geronimo dos Santos,39,19,0,264.0,,Orthodox,1.09,33,8.73,41,0.0,0,33,0.0,0.67,41,75
Brett Rogers,17,10,0,265.0,81.0,Orthodox,3.17,44,3.2,46,0.0,0,58,0.0,0.63,41,77
Sergei Kharitonov,26,6,0,245.0,,Orthodox,3.9,44,3.03,54,1.16,53,70,1.0,0.81,41,72
Noe Hernandez,5,5,0,,,Orthodox,0.0,0,0.0,0,0.0,0,0,0.0,0.5,,
Rulon Gardner,1,0,0,265.0,,Orthodox,2.05,25,1.45,60,0.75,100,100,0.0,1.0,50,75
Eun Soo Lee,17,4,0,215.0,,Orthodox,0.0,0,3.05,60,0.0,0,50,0.0,0.81,40,73
Marcio Cruz,8,3,0,232.0,,Orthodox,2.92,46,1.51,68,0.53,7,37,1.6,0.73,44,76
Rodney Faverus,25,20,3,215.0,,Southpaw,2.3,53,1.6,54,4.5,100,25,0.0,0.56,,72
Nandor Guelmino,11,5,1,230.0,,,3.62,56,3.16,33,0.0,0,42,0.0,0.69,46,75
Bobby Lashley,15,2,0,255.0,78.0,Orthodox,3.1,63,0.76,63,11.47,70,0,0.0,0.88,46,75
Chase Gormley,14,6,0,265.0,,Orthodox,3.6,42,6.03,44,3.12,42,0,1.0,0.7,,75
Chris Tuchscherer,21,4,0,258.0,76.0,Orthodox,1.35,31,3.17,47,1.19,18,0,0.6,0.84,46,74
Jon Murphy,6,4,0,260.0,,Orthodox,3.93,66,8.85,43,0.0,0,0,0.0,0.6,44,75
Paul Kelly,14,5,0,155.0,70.0,Orthodox,3.22,37,2.61,59,1.34,60,30,1.5,0.74,37,69
Frank Mir,18,11,0,264.0,79.0,Southpaw,2.18,47,3.84,38,2.02,40,54,2.0,0.62,43,75
Jason Suttie,0,1,0,210.0,,Orthodox,2.07,83,4.97,36,0.0,0,0,0.0,0.0,48,72
Cory Peterson,2,1,0,400.0,,Orthodox,2.17,60,6.51,40,0.0,0,0,0.0,0.67,,83
Thiago Tavares,21,7,1,145.0,70.0,Orthodox,2.0,40,2.31,62,3.83,42,62,1.5,0.75,37,67
Clay Guida,37,19,0,155.0,70.0,Orthodox,2.52,34,2.74,62,3.24,37,68,0.7,0.66,40,67
Keigo Kunihara,3,2,0,235.0,,Orthodox,0.17,10,1.99,57,4.97,40,100,2.5,0.6,,72
Michael Byrnes,5,3,0,155.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.62,32,71
Renato Moicano,16,5,1,155.0,72.0,Orthodox,4.8,48,4.07,61,1.7,48,73,0.6,0.76,33,71
Alexander Volkanovski,25,1,0,145.0,71.0,Orthodox,6.79,57,3.53,60,1.71,36,73,0.2,0.96,33,66
Alexander Munoz,6,2,0,155.0,72.0,Switch,3.96,43,5.49,52,3.0,39,0,0.0,0.75,32,69
Aaron Simpson,12,5,0,170.0,73.0,Orthodox,3.6,52,2.53,56,3.78,34,83,0.5,0.71,48,72
CB Dollaway,17,9,0,185.0,76.0,Orthodox,2.65,47,2.58,54,3.55,54,62,1.2,0.65,38,74
Troy Mandaloniz,3,2,0,170.0,,Orthodox,3.52,56,4.71,63,3.1,66,57,0.0,0.6,42,69
Joe Doerksen,51,16,0,185.0,75.0,Orthodox,1.43,42,2.79,50,2.02,33,33,2.3,0.76,44,72
Roberto Traven,6,4,1,227.0,,Orthodox,0.92,50,2.77,57,0.0,0,0,0.0,0.6,53,75
Chris Weidman,15,6,0,185.0,78.0,Orthodox,3.03,43,3.14,52,3.92,47,65,0.9,0.71,38,74
Jason MacDonald,25,16,0,185.0,80.0,Orthodox,1.55,52,2.7,46,1.43,16,35,2.0,0.61,47,75
Aaron Riley,30,14,1,155.0,69.0,Southpaw,3.45,34,3.78,61,1.18,34,60,0.1,0.68,41,68
Ramsey Nijem,9,6,0,155.0,75.0,Orthodox,3.05,44,1.62,62,5.32,62,55,1.1,0.6,34,71
Justin James,13,7,0,155.0,,Orthodox,1.34,36,2.68,50,0.0,0,50,1.6,0.65,45,70
Dave Zitanick,5,7,0,170.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.42,42,
Joe Martin,6,8,0,170.0,,,0.73,40,2.4,45,0.0,0,16,0.0,0.43,,69
Yves Edwards,42,22,1,155.0,73.0,Southpaw,2.91,42,2.34,66,0.76,53,69,0.7,0.66,45,69
Nick Newell,14,2,0,155.0,,Southpaw,3.53,46,4.07,36,0.0,0,33,0.0,0.88,36,70
Francis Carmont,25,12,0,205.0,78.0,Orthodox,2.22,42,1.64,59,1.79,36,73,0.6,0.68,40,75
Dave Berry,0,1,0,,,,0.0,0,0.0,0,0.0,0,0,0.0,0.0,,
David Avellan,2,1,0,185.0,,Orthodox,3.33,25,10.0,57,0.0,0,0,0.0,0.67,,69
Richie Hightower,8,4,0,170.0,,Orthodox,4.62,35,6.92,21,3.46,100,100,0.0,0.67,47,68
Michael Johnson,21,18,0,155.0,73.0,Southpaw,4.2,38,3.91,58,0.5,43,79,0.1,0.54,36,70
Joe Brammer,7,3,1,155.0,,Orthodox,2.15,31,2.8,56,0.81,50,50,0.0,0.7,38,68
Khalid Murtazaliev,14,2,0,185.0,76.0,Orthodox,4.8,69,0.4,78,7.5,100,33,0.0,0.88,29,72
Michael Kuiper,15,5,0,185.0,73.0,Orthodox,3.28,54,3.62,54,2.3,55,79,0.0,0.75,33,72
Mike Rio,10,5,0,155.0,70.0,Orthodox,1.68,39,2.99,53,2.58,27,0,1.0,0.67,41,70
Katsunori Kikuno,24,8,2,145.0,66.0,Orthodox,2.64,40,2.47,61,1.88,75,76,0.8,0.75,40,68
Danny Castillo,17,10,0,155.0,71.0,Orthodox,2.57,42,1.96,62,2.95,38,63,0.2,0.63,42,69
Abel Trujillo,15,8,0,155.0,70.0,Orthodox,2.65,41,2.31,59,2.18,45,40,0.4,0.65,38,68
Joao Pierini,4,1,0,155.0,,Switch,0.76,14,4.56,33,0.0,0,0,0.0,0.8,50,73
Gleison Tibau,33,14,0,155.0,71.0,Southpaw,1.95,31,2.51,63,4.08,53,92,0.8,0.7,38,70
Edson Barboza,22,11,0,145.0,75.0,Orthodox,3.96,44,4.1,58,0.38,44,75,0.1,0.67,36,71
Josh Thomson,22,9,0,155.0,71.0,Orthodox,2.59,47,2.12,64,1.92,39,54,1.3,0.71,43,70
Eddie Ruiz,1,1,0,155.0,,Orthodox,0.2,25,1.4,47,2.0,12,0,0.0,0.5,55,67
Deshaun Johnson,6,9,0,167.0,,,2.27,41,6.67,43,0.0,0,0,0.0,0.4,,
Nick Agallar,24,6,0,155.0,,Orthodox,0.69,11,4.56,42,0.0,0,0,0.0,0.8,43,68
Efrain Escudero,28,12,0,155.0,71.0,Orthodox,2.92,44,2.3,63,1.31,40,66,0.8,0.7,36,69
Maryna Moroz,11,3,0,125.0,67.0,Orthodox,4.04,32,3.98,52,0.78,22,47,0.8,0.79,30,67
Lando Vannata,12,6,2,145.0,71.0,Orthodox,4.64,44,4.71,53,1.21,42,68,0.3,0.67,30,69
Seo Hee Ham,17,8,0,115.0,62.0,Southpaw,4.2,39,5.15,61,0.0,0,66,0.2,0.68,35,62
Jessica Penne,14,7,0,115.0,67.0,Orthodox,2.62,32,4.74,47,1.39,21,40,0.6,0.67,39,65
Kevin Lee,18,7,0,170.0,77.0,Orthodox,3.89,42,3.56,50,3.19,43,75,0.8,0.72,29,69
Paige VanZant,8,5,0,115.0,65.0,Orthodox,3.35,52,2.62,42,1.27,33,34,1.0,0.62,28,64
Angela Hill,13,12,0,115.0,64.0,Orthodox,5.34,49,4.92,63,0.59,31,76,0.1,0.52,37,63
Rafael Dos Anjos,31,14,0,155.0,70.0,Southpaw,3.58,46,3.23,61,1.96,34,59,0.5,0.69,37,68
Ashe Bowman,9,11,0,155.0,,,2.43,42,4.86,57,0.0,0,0,0.0,0.45,45,69
Anthony Pettis,24,10,0,155.0,72.0,Orthodox,3.05,47,3.44,54,0.61,50,60,1.1,0.71,35,70
JJ Aldrich,11,5,0,125.0,67.0,Southpaw,4.05,45,4.54,60,0.9,37,75,0.0,0.69,29,65
Daisuke Sugie,10,8,1,160.0,,Orthodox,0.0,0,0.22,80,3.27,50,0,3.3,0.56,,66
Gerald Strebendt,9,7,0,155.0,,Orthodox,0.0,0,4.0,38,0.0,0,0,16.4,0.56,43,69
Nicdali Rivera-Calanoc,9,10,0,105.0,,,1.82,20,2.42,78,0.0,0,0,0.0,0.47,37,63
Naho Sugiyuma,12,5,0,105.0,,,2.59,48,2.45,71,2.05,100,66,0.0,0.71,44,61
Emily Ducote,12,6,0,115.0,63.0,Orthodox,7.73,56,4.2,74,0.0,0,100,0.0,0.67,28,62
Karolina Kowalkiewicz,13,7,0,115.0,64.0,Orthodox,5.38,41,5.59,56,0.18,18,75,0.3,0.65,36,63
Justin Gaethje,23,4,0,155.0,70.0,Orthodox,7.46,60,7.85,55,0.0,0,75,0.0,0.85,33,71
Donald Cerrone,36,17,0,155.0,73.0,Orthodox,4.41,46,4.48,53,1.16,33,73,1.2,0.68,39,73
Beneil Dariush,21,4,1,155.0,72.0,Southpaw,3.8,49,2.58,58,2.11,34,81,1.0,0.84,33,70
Michelle Waterson-Gomez,18,10,0,115.0,62.0,Orthodox,3.6,48,4.09,50,1.43,33,67,0.8,0.64,36,63
Michael Chandler,23,7,0,155.0,71.0,Orthodox,5.17,46,4.87,45,1.83,36,71,1.1,0.77,36,68
Krzysztof Soszynski,26,12,1,205.0,77.0,Open Stance,3.37,39,3.13,58,0.52,25,71,1.0,0.68,44,73
James Irvin,17,10,0,205.0,75.0,Orthodox,2.03,48,3.86,35,0.0,0,36,0.5,0.63,43,74
Devin Cole,20,10,1,240.0,,Orthodox,3.5,55,2.14,48,2.18,42,66,0.0,0.67,45,76
Wayne Cole,16,25,0,205.0,,Orthodox,0.57,20,8.33,27,4.31,25,0,4.3,0.39,,73
Abongo Humphrey,7,3,0,205.0,,Orthodox,1.45,40,3.83,46,1.41,37,33,3.8,0.7,,71
Antonio Silva,19,12,1,264.0,82.0,Orthodox,2.89,45,3.09,50,0.82,29,66,0.8,0.61,42,76
Ildemar Alcantara,21,11,0,185.0,78.0,Orthodox,1.93,38,2.63,50,2.0,68,81,0.9,0.66,39,74
Rafael Cavalcante,12,7,0,205.0,74.0,Orthodox,2.71,53,3.62,49,0.6,40,63,0.1,0.63,42,73
Rich Bouphanouvong,1,4,0,170.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.2,,67
Gegard Mousasi,42,6,2,185.0,76.0,Orthodox,3.75,50,1.21,68,1.59,60,59,1.1,0.88,36,74
Tyra Parker,4,5,0,115.0,,Orthodox,1.5,22,9.0,14,0.0,0,0,0.0,0.44,,65
Dominick Reyes,12,3,0,205.0,77.0,Southpaw,4.77,50,3.73,48,0.36,28,80,0.4,0.8,32,76
Andre Gusmao,6,3,0,205.0,,Orthodox,2.79,43,3.28,60,0.0,0,60,0.0,0.67,45,72
Tyson Griffin,16,8,0,145.0,68.0,Orthodox,3.71,41,2.3,65,1.87,46,59,0.9,0.67,38,66
Gabriel Salinas-Jones,5,2,1,245.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.71,37,73
Shane Primm,5,5,0,205.0,,Orthodox,0.83,26,2.25,62,1.78,20,0,0.0,0.5,37,75
George Bush,5,2,0,205.0,,,6.35,64,2.31,55,17.31,66,0,0.0,0.71,,73
Mark Bocek,12,5,0,155.0,75.0,Orthodox,2.34,43,2.32,60,3.65,36,31,1.3,0.71,40,68
Jonathan Wiezorek,11,2,0,250.0,,Southpaw,1.27,58,5.47,31,1.91,20,0,0.0,0.85,44,75
Spencer Fisher,24,9,0,155.0,68.0,Southpaw,3.17,43,3.03,64,0.67,30,60,0.8,0.73,46,67
John Doyle,11,22,0,205.0,,Orthodox,3.5,44,10.51,27,0.0,0,0,0.0,0.33,45,71
Sean Sherk,36,4,1,155.0,67.0,Orthodox,2.17,35,2.71,55,4.09,46,56,0.4,0.9,48,66
Hermes Franca,24,17,0,155.0,71.0,Orthodox,1.78,39,2.85,55,1.53,36,37,2.4,0.59,47,66
Stefan Klever,6,1,0,185.0,,Orthodox,0.82,50,3.84,58,0.0,0,0,0.0,0.86,,
Tsuyoshi Kurihara,10,8,2,185.0,,Orthodox,0.0,0,12.0,50,0.0,0,0,0.0,0.56,49,70
Bryan Humes,6,2,0,265.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.75,,
Damir Mirenic,9,4,0,185.0,,Orthodox,0.84,50,9.86,35,0.0,0,0,0.0,0.69,47,72
Steve Mensing,9,13,2,185.0,,Orthodox,0.0,0,9.51,42,0.0,0,0,0.0,0.41,44,71
Wade Shipp,11,5,0,245.0,,Orthodox,4.29,86,2.14,0,0.0,0,75,0.0,0.69,47,75
Gray Maynard,13,7,1,155.0,70.0,Orthodox,1.92,32,2.64,66,2.91,47,81,0.7,0.65,43,69
Benson Henderson,24,7,0,170.0,70.0,Southpaw,2.93,45,1.79,63,2.4,45,63,0.8,0.77,38,69
Joe Jordan,49,14,2,155.0,,Orthodox,1.85,25,4.27,59,0.0,0,66,0.0,0.78,43,66
Charles Oliveira,33,8,0,155.0,74.0,Orthodox,3.53,53,3.18,52,2.46,40,57,2.9,0.8,32,70
BJ Penn,16,14,2,155.0,70.0,Orthodox,2.76,48,3.2,56,1.19,55,74,0.5,0.53,43,69
Urijah Faber,35,11,0,135.0,67.0,Orthodox,2.65,40,2.59,64,1.54,30,58,0.8,0.76,43,66
Chad Mendes,18,5,0,145.0,66.0,Orthodox,2.78,49,2.35,67,4.13,55,100,0.3,0.78,37,66
Cub Swanson,28,12,0,145.0,70.0,Orthodox,4.66,50,3.65,60,1.08,51,61,0.5,0.7,38,68
Chan Sung Jung,17,7,0,145.0,72.0,Orthodox,3.97,42,4.35,52,0.74,47,72,0.7,0.71,35,67
Max Holloway,23,7,0,145.0,69.0,Orthodox,7.24,47,4.89,59,0.29,53,84,0.3,0.77,30,71
Joe Soto,18,7,0,135.0,65.0,Orthodox,3.36,41,5.37,67,0.85,21,70,1.9,0.72,35,66
Reginaldo Vieira,13,5,0,135.0,65.0,Orthodox,3.76,40,2.89,59,1.97,27,25,0.8,0.72,39,67
Pedro Munhoz,19,7,0,135.0,65.0,Orthodox,5.4,44,5.96,58,0.55,20,81,0.6,0.73,35,66
Deiveson Figueiredo,21,2,1,125.0,68.0,Orthodox,3.27,55,3.53,52,1.48,41,58,1.8,0.91,34,65
Matt Schnell,16,6,0,125.0,70.0,Orthodox,4.34,39,4.44,57,0.68,44,50,1.2,0.73,32,68
Josh Appelt,15,7,0,255.0,,Southpaw,1.35,40,11.5,32,0.0,0,33,0.0,0.68,39,70
Todd Duffee,9,3,0,260.0,78.0,Orthodox,5.93,37,2.87,56,0.72,25,90,0.0,0.75,36,75
Raphael Pessoa,10,2,0,262.0,78.0,Orthodox,2.16,26,3.43,42,0.0,0,100,0.0,0.83,33,75
Jared Hamman,14,6,0,185.0,75.0,Orthodox,5.15,42,3.93,55,1.57,46,30,0.0,0.7,40,75
Erik Apple,10,3,0,170.0,,Orthodox,0.0,0,0.54,81,0.0,0,0,8.1,0.77,44,72
Ricardo Romero,11,3,0,205.0,76.0,Orthodox,2.17,55,4.77,46,1.63,10,100,3.3,0.79,44,72
Cory Devela,16,7,0,185.0,,Orthodox,4.07,41,4.0,47,1.07,12,62,0.0,0.7,,60
Roger Bowling,12,6,0,155.0,68.0,Orthodox,3.9,47,3.86,51,3.09,43,27,0.9,0.67,39,69
Stephan Bonnar,15,9,0,205.0,79.0,Orthodox,2.76,38,3.01,52,1.32,40,60,1.0,0.62,45,76
